"population","spawn_year","sex","origin","age_best","fork_length","weight","fecundity","disposition"
"CAT",2005,"F","Hat",4,703,3.35664010047913,3017,"S"
"CAT",2005,"F","Hat",4,732,3.31128001213074,3204,"S"
"CAT",2005,"F","Hat",4,770,3.08448004722595,4545,"S"
"CAT",2005,"F","Hat",4,697,2.44944000244141,3044,"S"
"CAT",2005,"F","Hat",4,740,4.85351991653442,3820,"S"
"CAT",2005,"F","Hat",4,697,1.99583995342255,3289,"S"
"CAT",2005,"F","Nat",4,655,2.59999990463257,2508,"S"
"CAT",2005,"F","Nat",4,702,NA,2681,"S"
"CAT",2005,"F","Nat",4,659,3.85560011863708,2770,"S"
"CAT",2005,"F","Nat",4,711,3.90095996856689,4022,"S"
"CAT",2005,"F","Nat",4,622,2.94840002059937,2800,"S"
"CAT",2005,"F","Nat",4,698,1.58759999275208,2707,"S"
"CAT",2005,"F","Nat",4,697,1.45151996612549,1943,"S"
"CAT",2006,"F","Hat",4,730,3.75,3480,"S"
"CAT",2006,"F","Hat",4,717,3.70000004768372,4041,"S"
"CAT",2006,"F","Hat",4,705,3.70000004768372,3713,"S"
"CAT",2006,"F","Hat",4,763,4.75,4130,"S"
"CAT",2006,"F","Hat",4,728,3.90000009536743,3710,"S"
"CAT",2006,"F","Hat",4,810,5.30000019073486,4411,"S"
"CAT",2006,"F","Hat",4,720,4.09999990463257,3792,"S"
"CAT",2006,"F","Hat",4,715,3.70000004768372,4207,"S"
"CAT",2006,"F","Hat",4,695,3.29999995231628,3360,"S"
"CAT",2006,"F","Hat",4,680,2.95000004768372,2977,"S"
"CAT",2006,"F","Hat",4,730,3.79999995231628,4095,"S"
"CAT",2006,"F","Hat",4,710,3.54999995231628,3219,"S"
"CAT",2006,"F","Hat",4,665,2.90000009536743,3159,"S"
"CAT",2006,"F","Hat",4,695,3.45000004768372,3289,"S"
"CAT",2006,"F","Hat",4,695,3.04999995231628,3653,"S"
"CAT",2006,"F","Hat",4,670,3,3021,"S"
"CAT",2006,"F","Hat",4,730,4.19999980926514,4068,"S"
"CAT",2006,"F","Hat",4,703,3.29999995231628,3118,"S"
"CAT",2006,"F","Hat",4,683,3.79999995231628,3534,"S"
"CAT",2006,"F","Hat",4,680,3.34999990463257,3539,"S"
"CAT",2006,"F","Hat",4,700,3.5,2953,"S"
"CAT",2006,"F","Hat",4,718,3.54999995231628,4098,"S"
"CAT",2006,"F","Hat",4,670,3.15000009536743,2992,"S"
"CAT",2006,"F","Hat",4,720,3.59999990463257,3036,"S"
"CAT",2006,"F","Hat",4,675,3.04999995231628,2916,"S"
"CAT",2006,"F","Hat",4,725,4.30000019073486,3603,"S"
"CAT",2006,"F","Hat",4,745,4.15000009536743,4005,"S"
"CAT",2006,"F","Hat",4,680,3.20000004768372,2501,"S"
"CAT",2006,"F","Hat",4,732,3.79999995231628,3875,"S"
"CAT",2006,"F","Nat",4,730,4.05000019073486,4182,"S"
"CAT",2006,"F","Nat",4,833,4.80000019073486,1362,"S"
"CAT",2006,"F","Nat",4,702,3.75,3694,"S"
"CAT",2006,"F","Nat",4,657,2.79999995231628,3002,"S"
"CAT",2006,"F","Nat",4,691,3.20000004768372,3702,"S"
"CAT",2006,"F","Nat",4,698,4,4214,"S"
"CAT",2006,"F","Nat",5,820,5.44999980926514,4529,"S"
"CAT",2006,"F","Nat",5,815,5.59999990463257,5321,"S"
"CAT",2007,"F","Hat",4,769,4.65000009536743,4101,"S"
"CAT",2007,"F","Hat",4,691,6.09000015258789,3191,"S"
"CAT",2007,"F","Hat",4,770,3.90000009536743,3330,"S"
"CAT",2007,"F","Hat",4,695,3.04999995231628,3392,"S"
"CAT",2007,"F","Hat",4,735,3.65000009536743,3788,"S"
"CAT",2007,"F","Hat",4,763,3.90000009536743,3786,"S"
"CAT",2007,"F","Hat",4,733,3.79999995231628,3794,"S"
"CAT",2007,"F","Hat",4,719,3.90000009536743,3624,"S"
"CAT",2007,"F","Hat",4,779,4.84999990463257,4071,"S"
"CAT",2007,"F","Hat",4,760,3.5,4340,"S"
"CAT",2007,"F","Hat",4,765,4.05000019073486,4081,"S"
"CAT",2007,"F","Hat",4,772,4.44999980926514,3532,"S"
"CAT",2007,"F","Hat",4,750,NA,3426,"S"
"CAT",2007,"F","Hat",4,789,NA,3535,"S"
"CAT",2007,"F","Hat",4,731,NA,3429,"S"
"CAT",2007,"F","Hat",4,758,NA,3934,"S"
"CAT",2007,"F","Hat",4,692,3.40000009536743,3788,"S"
"CAT",2007,"F","Hat",4,760,4.69999980926514,4483,"S"
"CAT",2007,"F","Hat",4,715,3.70000004768372,3356,"S"
"CAT",2007,"F","Hat",4,719,3.90000009536743,4030,"S"
"CAT",2007,"F","Hat",4,750,4.30000019073486,3778,"S"
"CAT",2007,"F","Hat",4,700,3.40000009536743,3173,"S"
"CAT",2007,"F","Hat",4,793,5.30000019073486,5045,"S"
"CAT",2007,"F","Hat",4,707,3.70000004768372,3450,"S"
"CAT",2007,"F","Hat",4,750,NA,3991,"S"
"CAT",2007,"F","Hat",4,755,NA,3856,"S"
"CAT",2007,"F","Hat",4,695,NA,3628,"S"
"CAT",2007,"F","Hat",4,757,NA,4157,"S"
"CAT",2007,"F","Hat",4,708,NA,3354,"S"
"CAT",2007,"F","Hat",4,702,NA,3181,"S"
"CAT",2007,"F","Nat",4,695,2.53999996185303,1158,"S"
"CAT",2007,"F","Nat",4,798,4.84999990463257,4390,"S"
"CAT",2007,"F","Nat",4,780,4.84999990463257,4403,"S"
"CAT",2007,"F","Nat",4,737,4.15000009536743,3226,"S"
"CAT",2007,"F","Nat",4,827,5.05000019073486,4191,"S"
"CAT",2007,"F","Nat",4,720,4.5,3403,"S"
"CAT",2007,"F","Nat",4,699,NA,3862,"S"
"CAT",2007,"F","Nat",4,879,6.5,3736,"S"
"CAT",2007,"F","Nat",4,835,6,4392,"S"
"CAT",2007,"F","Nat",4,682,3.20000004768372,3478,"S"
"CAT",2007,"F","Nat",4,715,NA,3500,"S"
"CAT",2007,"F","Nat",5,836,6.05000019073486,4226,"S"
"CAT",2007,"F","Nat",5,895,6.05000019073486,5100,"S"
"CAT",2007,"F","Nat",5,828,NA,4150,"S"
"CAT",2007,"F","Nat",5,825,5.5,5226,"S"
"CAT",2008,"F","Hat",4,690,3,3356,"S"
"CAT",2008,"F","Hat",4,745,4.09999990463257,4194,"S"
"CAT",2008,"F","Hat",4,745,4.09999990463257,3604,"S"
"CAT",2008,"F","Hat",4,765,4.75,5135,"S"
"CAT",2008,"F","Hat",4,725,NA,4251,"S"
"CAT",2008,"F","Hat",4,706,3.5,3661,"S"
"CAT",2008,"F","Hat",4,784,4.80000019073486,4405,"S"
"CAT",2008,"F","Hat",4,690,3.25,3832,"S"
"CAT",2008,"F","Hat",4,715,3.75,3391,"S"
"CAT",2008,"F","Hat",4,690,3.25,3464,"S"
"CAT",2008,"F","Hat",4,709,3.54999995231628,3131,"S"
"CAT",2008,"F","Hat",4,760,4.30000019073486,4731,"S"
"CAT",2008,"F","Hat",4,752,4.40000009536743,4852,"S"
"CAT",2008,"F","Hat",4,778,4.5,4151,"S"
"CAT",2008,"F","Hat",4,750,4.44999980926514,4409,"S"
"CAT",2008,"F","Hat",4,767,4.59999990463257,4506,"S"
"CAT",2008,"F","Hat",4,760,4.40000009536743,4857,"S"
"CAT",2008,"F","Hat",4,675,3.04999995231628,3293,"S"
"CAT",2008,"F","Hat",4,734,4,4040,"S"
"CAT",2008,"F","Hat",4,696,3.40000009536743,3496,"S"
"CAT",2008,"F","Hat",4,731,3.40000009536743,2913,"S"
"CAT",2008,"F","Nat",4,707,3.34999990463257,4174,"S"
"CAT",2008,"F","Nat",4,818,5.30000019073486,4207,"S"
"CAT",2008,"F","Nat",4,658,2.84999990463257,3320,"S"
"CAT",2008,"F","Nat",4,730,3.95000004768372,4321,"S"
"CAT",2008,"F","Nat",4,681,3.5,2673,"S"
"CAT",2008,"F","Nat",4,716,3.90000009536743,3466,"S"
"CAT",2008,"F","Nat",4,638,2.79999995231628,2468,"S"
"CAT",2008,"F","Nat",4,658,3,3726,"S"
"CAT",2008,"F","Nat",4,743,4.34999990463257,3864,"S"
"CAT",2008,"F","Nat",4,690,3.20000004768372,2879,"S"
"CAT",2008,"F","Nat",5,895,7.44999980926514,5547,"S"
"CAT",2009,"F","Hat",4,750,4.30000019073486,3944,"S"
"CAT",2009,"F","Hat",4,714,3.90000009536743,3495,"S"
"CAT",2009,"F","Hat",4,750,4.44999980926514,4116,"S"
"CAT",2009,"F","Hat",4,736,3.84999990463257,4559,"S"
"CAT",2009,"F","Hat",4,750,4.65000009536743,4391,"S"
"CAT",2009,"F","Hat",4,700,3.29999995231628,3613,"S"
"CAT",2009,"F","Hat",4,693,3.20000004768372,4141,"S"
"CAT",2009,"F","Hat",4,745,4.05000019073486,3997,"S"
"CAT",2009,"F","Hat",4,757,4.90000009536743,5208,"S"
"CAT",2009,"F","Hat",4,709,3.29999995231628,3337,"S"
"CAT",2009,"F","Hat",4,794,4.90000009536743,4220,"S"
"CAT",2009,"F","Hat",4,775,4.65000009536743,4662,"S"
"CAT",2009,"F","Hat",4,766,4.65000009536743,4296,"S"
"CAT",2009,"F","Hat",4,704,3.79999995231628,3684,"S"
"CAT",2009,"F","Hat",4,736,4.19999980926514,3326,"S"
"CAT",2009,"F","Hat",4,820,5.5,4965,"S"
"CAT",2009,"F","Hat",4,740,4.05000019073486,4099,"S"
"CAT",2009,"F","Hat",4,760,4.55000019073486,4276,"S"
"CAT",2009,"F","Hat",4,752,4.25,4172,"S"
"CAT",2009,"F","Hat",4,685,3.65000009536743,1799,"S"
"CAT",2009,"F","Hat",4,749,3.75,3507,"S"
"CAT",2009,"F","Hat",4,685,3.20000004768372,3534,"S"
"CAT",2009,"F","Hat",4,700,3.54999995231628,3469,"S"
"CAT",2009,"F","Hat",4,737,4.30000019073486,3777,"S"
"CAT",2009,"F","Hat",4,740,3.90000009536743,3648,"S"
"CAT",2009,"F","Hat",4,740,4.25,4789,"S"
"CAT",2009,"F","Hat",4,735,4.65000009536743,4149,"S"
"CAT",2009,"F","Hat",4,750,3.95000004768372,3191,"S"
"CAT",2009,"F","Hat",4,681,2.75,3234,"S"
"CAT",2009,"F","Hat",4,750,4.34999990463257,4376,"S"
"CAT",2009,"F","Nat",4,684,3.20000004768372,3770,"S"
"CAT",2009,"F","Nat",4,714,3.90000009536743,3509,"S"
"CAT",2009,"F","Nat",4,765,4.65000009536743,4627,"S"
"CAT",2009,"F","Nat",4,700,3.70000004768372,4056,"S"
"CAT",2009,"F","Nat",4,691,3.54999995231628,3579,"S"
"CAT",2009,"F","Nat",4,724,3.75,3808,"S"
"CAT",2009,"F","Nat",4,750,4.19999980926514,3615,"S"
"CAT",2009,"F","Nat",4,740,4.5,3790,"S"
"CAT",2009,"F","Nat",4,738,3,2113,"S"
"CAT",2009,"F","Nat",4,726,3.65000009536743,2039,"S"
"CAT",2009,"F","Nat",4,730,3.95000004768372,4012,"S"
"CAT",2009,"F","Nat",5,824,6.30000019073486,4434,"S"
"CAT",2009,"F","Nat",5,840,5.65000009536743,3937,"S"
"CAT",2010,"F","Hat",4,871,6.80000019073486,6347,"S"
"CAT",2010,"F","Hat",4,773,4.5,4227,"S"
"CAT",2010,"F","Hat",4,805,5.5,3634,"S"
"CAT",2010,"F","Hat",4,774,4.90000009536743,4358,"S"
"CAT",2010,"F","Hat",4,746,4.19999980926514,4212,"S"
"CAT",2010,"F","Hat",4,792,5,4191,"S"
"CAT",2010,"F","Hat",4,802,5.40000009536743,4475,"S"
"CAT",2010,"F","Hat",4,726,4,4133,"S"
"CAT",2010,"F","Hat",4,772,4.80000019073486,5231,"S"
"CAT",2010,"F","Hat",4,788,5.40000009536743,5128,"S"
"CAT",2010,"F","Hat",4,810,5.69999980926514,4462,"S"
"CAT",2010,"F","Hat",4,780,4.40000009536743,4592,"S"
