"fish_subset","population","brood_year","mig_year","season","n_length","n_pit","n_npt","len_mean","len_sd","len_min","len_max","jday_med","rkm_mean","notes"
"PIT","MIN",2000,2002,"spring",382,382,0,85.6465968586387,9.4698430832183,64,131,112,0,""
"PIT","MIN",2001,2003,"spring",510,510,0,86.4450980392157,9.40174739695266,63,132,86,0,""
"PIT","MIN",2002,2004,"spring",412,412,0,84.4296116504854,8.0833490713265,63,116,86,0,""
"PIT","MIN",2003,2005,"spring",373,373,0,84.6916890080429,7.3183273097547,64,110,89,0,""
"PIT","MIN",2004,2006,"spring",401,401,0,84.3341645885287,7.3588759238652,65,115,103,0,""
"PIT","MIN",2005,2007,"spring",216,216,0,91.5324074074074,9.26302305070533,68,155,86,0,""
"PIT","MIN",2006,2008,"spring",496,496,0,89.9153225806452,8.13080481664876,66,149,87,0,""
"PIT","MIN",2007,2009,"spring",415,415,0,88.5060240963855,8.41463742789291,69,143,95,0,""
"PIT","MIN",2008,2010,"spring",1059,1059,0,88.4702549575071,8.34883446305273,65,130,93,0,""
"PIT","MIN",2009,2011,"spring",1089,1089,0,88.5528007346189,8.88794695439375,65,149,101,0.484848484848485,"Some fish were captured at a trap located 3 rkm upstream (RKM 3) of the standard site at RKM 0."
"PIT","MIN",2010,2012,"spring",1018,1018,0,84.1080550098232,7.843736514335,64,117,93,0.50098231827112,"Some fish were captured at a trap located 3 rkm upstream (RKM 3) of the standard site at RKM 0."
"PIT","MIN",2011,2013,"spring",761,761,0,88.0315374507227,9.12423342859283,60,134,95,0,""
"PIT","MIN",2012,2014,"spring",1103,1103,0,85.4252039891206,8.44881993978249,61,138,92,0,""
"PIT","MIN",2013,2015,"spring",958,958,0,90.6701461377871,7.9848188101595,62,120,92,0,""
"PIT","MIN",2014,2016,"spring",746,746,0,85.1742627345844,8.84780682979239,66,132,87,0,""
"PIT","MIN",2015,2017,"spring",530,530,0,84.5339622641509,8.83838174284307,56,142,87,0,""
"PIT","MIN",2016,2018,"spring",730,730,0,88.9452054794521,8.4839724806467,65,138,92,0,""
"PIT","MIN",2017,2019,"spring",755,755,0,86.3721854304636,7.67150640158429,68,133,90,0,""
"PIT","MIN",2018,2020,"spring",896,896,0,87.3236607142857,7.35653385658495,66,126,93,0,""
"PIT","MIN",2019,2021,"spring",735,735,0,86.8380952380952,7.36991946958666,65,120,96,0,""
"PIT","MIN",2020,2022,"spring",789,789,0,85.1343472750317,7.24198832570889,57,134,114,0,""
"PIT","UGR",1992,1994,"spring",573,573,0,83.064572425829,9.28215548915782,60,109,90,299,""
"PIT","UGR",1993,1995,"spring",368,368,0,90.1820652173913,9.02264810515863,63,112,114,257,"During mig_year 1995 the UGR trap was located at RKM 257 (just upstream of La Grande); 42 rkm below its standard location at RKM 299."
"PIT","UGR",1994,1996,"spring",327,327,0,89.9571865443425,9.94700691974292,72,118,75,299,""
"PIT","UGR",1995,1997,"spring",1,1,0,NA,NA,95,95,77,299,"Short trap season; sample size insufficient to estimate population mean length."
"PIT","UGR",1996,1998,"spring",513,513,0,89.093567251462,10.7771739370846,65,118,79,299,""
"PIT","UGR",1997,1999,"spring",535,535,0,90.7570093457944,10.8779758264319,62,120,79,299,""
"PIT","UGR",1998,2000,"spring",493,493,0,89.2657200811359,8.89690165642443,64,111,81,299,""
"PIT","UGR",1999,2001,"spring",6,6,0,NA,NA,100,115,96,299,"Short trap season; sample size insufficient to estimate population mean length."
"PIT","UGR",2000,2002,"spring",538,538,0,84.7063197026022,7.74688001269669,65,119,96.5,299,""
"PIT","UGR",2001,2003,"spring",570,570,0,86.3385964912281,6.08343437324885,64,109,75,299,""
"PIT","UGR",2002,2004,"spring",525,525,0,83.6247619047619,7.12471749744461,63,103,83,299,""
"PIT","UGR",2003,2005,"spring",615,615,0,88.4747967479675,7.76815508781804,70,124,96,299,""
"PIT","UGR",2004,2006,"spring",505,505,0,79.2435643564356,8.12538663111339,59,110,89,299,""
"PIT","UGR",2005,2007,"spring",501,501,0,85.5269461077844,9.21399872232951,64,130,74,299,""
"PIT","UGR",2006,2008,"spring",510,510,0,81.8627450980392,6.2263134114158,65,109,86,299,""
"PIT","UGR",2007,2009,"spring",10,10,0,NA,NA,82,135,92.5,299,"Short trap season; sample size insufficient to estimate population mean length."
"PIT","UGR",2008,2010,"spring",503,503,0,84.8767395626243,8.67890672940403,58,108,95,299,""
"PIT","UGR",2009,2011,"spring",670,670,0,84.9686567164179,8.62682070997768,63,110,93,299,""
"PIT","UGR",2010,2012,"spring",632,632,0,82.2357594936709,8.08138788619286,62,107,81,299,""
"PIT","UGR",2011,2013,"spring",787,787,0,84.9110546378653,8.1823814497445,57,106,90,299,""
"PIT","UGR",2012,2014,"spring",805,805,0,81.3068322981366,8.8634761510678,57,106,78,299,""
"PIT","UGR",2013,2015,"spring",802,802,0,85.3229426433915,7.78385905203996,65,109,80,299,""
"PIT","UGR",2014,2016,"spring",600,600,0,78.125,7.05116348632277,58,95,75,299,""
"PIT","UGR",2015,2017,"spring",767,767,0,81.2112125162973,8.39073400819572,59,107,88,299,""
"PIT","UGR",2016,2018,"spring",711,711,0,83.0773558368495,7.24527484961345,65,109,87,299,""
"PIT","UGR",2017,2019,"spring",709,709,0,82.2806770098731,7.54451434594378,61,104,103,299,""
"PIT","UGR",2018,2020,"spring",717,717,0,83.5606694560669,7.78899550313458,62,109,87,299,""
"PIT","UGR",2019,2021,"spring",700,700,0,93.4814285714286,6.34744590264638,76,117,91,299,""
"PIT","UGR",2020,2022,"spring",699,699,0,83.8912732474964,8.11007162998989,66,123,105,299,""
"PIT","CAT",1991,1993,"summer",1093,1093,0,76.775846294602,6.91100428062588,57,104,232,43.6166514181153,""
"PIT","CAT",1992,1994,"summer",999,999,0,80.4474474474474,7.04174433770683,53,106,264,44.9249249249249,""
"PIT","CAT",1993,1995,"summer",1000,1000,0,72.738,7.44303397511759,59,100,256,45.159,""
"PIT","CAT",1994,1996,"summer",496,496,0,82.2822580645161,6.4801926444378,66,104,243,46.3024193548387,""
"PIT","CAT",1995,1997,"summer",584,584,0,84.4657534246575,7.26103762253756,60,109,241,44.3818493150685,""
"PIT","CAT",1996,1998,"summer",500,500,0,75.564,7.21095692676077,58,96,232,44.85,""
"PIT","CAT",1997,1999,"summer",501,501,0,73.0039920159681,7.40107992335822,52,115,218,44.5149700598802,""
"PIT","CAT",1998,2000,"summer",498,498,0,72.6325301204819,7.89617652069482,51,95,215,46.0341365461847,""
"PIT","CAT",1999,2001,"summer",496,496,0,72.5141129032258,6.60974200044749,52,94,221,44.8447580645161,""
"PIT","CAT",2000,2002,"summer",501,501,0,68.5469061876248,5.37106092026348,58,89,212,42.0179640718563,""
"PIT","CAT",2001,2003,"summer",503,503,0,67.3797216699801,7.18293589348173,53,94,212,42.5228628230616,""
"PIT","CAT",2002,2004,"summer",467,467,0,67.0064239828694,5.72041384950008,55,84,210,41.8865096359743,""
"PIT","CAT",2003,2005,"summer",494,494,0,70.1943319838057,6.61232240328764,57,88,216,41.8967611336032,""
"PIT","CAT",2004,2006,"summer",522,522,0,66.9731800766284,6.61436007165692,54,89,209,43.7950191570881,""
"PIT","CAT",2005,2007,"summer",502,502,0,65.398406374502,5.66361055169198,53,83,206,42.9123505976096,""
"PIT","CAT",2006,2008,"summer",1000,1000,0,66.65,7.15868331096905,52,89,212,44.342,""
"PIT","CAT",2007,2009,"summer",996,996,0,65.1124497991968,5.78122116974933,51,89,212,45.3755020080321,""
"PIT","CAT",2008,2010,"summer",997,997,0,64.283851554664,5.82204904051406,51,84,209,42.0351053159478,""
"PIT","CAT",2009,2011,"summer",991,991,0,68.5418768920283,6.90425224770798,55,92,215,41.9152371342079,""
"PIT","CAT",2010,2012,"summer",998,998,0,65.7324649298597,6.7988411408746,55,93,227,41.1372745490982,""
"PIT","CAT",2011,2013,"summer",427,427,0,63.2131147540984,6.10541331368582,55,87,213,38.7915690866511,""
"PIT","CAT",2012,2014,"summer",998,998,0,63.1933867735471,5.9792080696465,55,85,205,42.2865731462926,""
"PIT","CAT",2013,2015,"summer",998,998,0,64.0300601202405,5.84787921132126,55,88,210,44.1683366733467,""
"PIT","CAT",2014,2016,"summer",997,997,0,65.4513540621866,6.60312773278223,55,86,202,42.197592778335,""
"PIT","CAT",2015,2017,"summer",995,995,0,65.1366834170854,6.32911981249223,55,86,208,44.408040201005,""
"PIT","CAT",2016,2018,"summer",896,896,0,64.5647321428571,6.39450231186451,55,87,206,44.9810267857143,""
"PIT","CAT",2017,2019,"summer",979,979,0,67.5750766087845,6.39811065137303,55,91,212,44.0214504596527,""
"PIT","CAT",2018,2020,"summer",1436,1436,0,66.5898328690808,7.15957542391959,55,93,210,38.775069637883,""
"PIT","CAT",2019,2021,"summer",1000,1000,0,64.582,6.09380098217938,55,90,210,39.528,""
"PIT","CAT",2020,2022,"summer",1159,1159,0,64.0733390854185,5.68402042892087,55,85,211,44.237273511648,""
"PIT","LOS",1991,1993,"summer",995,995,0,84.3959798994975,7.88039259455159,64,108,248,18.4824120603015,""
"PIT","LOS",1992,1994,"summer",722,722,0,72.2894736842105,8.46093249238976,53,103,230,18.2797783933518,""
"PIT","LOS",1993,1995,"summer",1001,1001,0,72.2297702297702,8.11795250338118,58,103,242,16.6553446553447,""
"PIT","LOS",1994,1996,"summer",976,976,0,69.1741803278689,7.19361464321942,39,97,227,22.1700819672131,""
"PIT","LOS",1995,1997,"summer",527,527,0,76.5275142314991,8.62344393233206,59,105,228,18.4212523719165,""
"PIT","LOS",1997,1999,"summer",497,497,0,72.0301810865191,10.3144655784366,54,102,224,20.4346076458752,""
"PIT","LOS",1998,2000,"summer",509,509,0,69.4420432220039,9.48180398661815,52,99,222,16.3320235756385,""
"PIT","LOS",1999,2001,"summer",483,483,0,77.0186335403727,9.08498742261998,55,104,229,17.9316770186335,""
"PIT","LOS",2000,2002,"summer",501,501,0,73.189620758483,11.5029549271432,53,103,220,13.9181636726547,""
"PIT","LOS",2001,2003,"summer",509,509,0,69.581532416503,10.0007742224616,51,103,225,17.8978388998035,""
"PIT","LOS",2002,2004,"summer",525,525,0,67.7295238095238,8.98616328017696,53,100,217,15.4838095238095,""
"PIT","LOS",2003,2005,"summer",499,499,0,71.7134268537074,11.1530084943058,51,109,224,17.0541082164329,""
"PIT","LOS",2004,2006,"summer",736,736,0,62.9877717391304,8.58323709970375,49,93,221,22.8070652173913,""
"PIT","LOS",2005,2007,"summer",500,500,0,68.932,8.80695753379134,53,102,220.5,15.494,""
"PIT","LOS",2006,2008,"summer",1000,1000,0,73.158,9.97780499872555,53,106,228,17.642,""
"PIT","LOS",2007,2009,"summer",986,986,0,67.998985801217,9.1662035931163,51,100,219,9.50304259634888,""
"PIT","LOS",2008,2010,"summer",997,997,0,66.8686058174524,7.88889892615914,52,96,237,15.7943831494483,""
"PIT","LOS",2009,2011,"summer",996,996,0,68.6726907630522,7.62601321639546,52,102,224,13.6897590361446,""
"PIT","LOS",2010,2012,"summer",1000,1000,0,63.982,6.76945356003729,54,89,250,16.812,""
"PIT","LOS",2011,2013,"summer",999,999,0,63.4354354354354,8.66763181429171,51,99,221,17.3283283283283,""
"PIT","LOS",2012,2014,"summer",800,800,0,64.38875,8.41493537462998,55,99,217,21.2775,""
"PIT","LOS",2013,2015,"summer",998,998,0,68.4228456913828,8.47922466212855,55,107,217,21.5370741482966,""
"PIT","LOS",2014,2016,"summer",997,997,0,66.7231695085256,9.44034295376454,55,100,208,16.5687061183551,""
"PIT","LOS",2015,2017,"summer",727,727,0,64.8198074277854,7.46981020011049,55,90,214,17.4855570839065,""
"PIT","LOS",2016,2018,"summer",912,912,0,69.3991228070175,9.45801974724296,55,104,213,10.7280701754386,""
"PIT","LOS",2017,2019,"summer",995,995,0,69.9507537688442,8.34653067932774,55,100,218,23.0824120603015,""
"PIT","LOS",2018,2020,"summer",993,993,0,62.3635448136959,6.03599421233207,55,87,218,15.8640483383686,""
"PIT","LOS",2019,2021,"summer",998,998,0,65.871743486974,7.77411691755895,55,99,217,16.2735470941884,""
"PIT","LOS",2020,2022,"summer",998,998,0,63.0190380761523,7.03385125425282,55,94,215,21.874749498998,""
"PIT","MIN",1991,1993,"summer",987,987,0,81.5025329280648,6.76156838057507,62,107,259,38.2887537993921,""
"PIT","MIN",1992,1994,"summer",995,995,0,76.5015075376884,7.4057965590976,57,101,251,36.8613065326633,""
"PIT","MIN",1993,1995,"summer",995,995,0,68.1718592964824,6.1764474480703,58,95,250,33.1909547738693,""
"PIT","MIN",1994,1996,"summer",991,991,0,80.5025227043391,6.82861948966151,62,115,249,35.2653884964682,""
"PIT","MIN",1995,1997,"summer",589,589,0,91.641765704584,7.31848518809826,68,114,257,29.1731748726655,""
"PIT","MIN",1996,1998,"summer",995,995,0,76.2201005025126,7.22634891920967,58,107,246,35.4201005025126,""
"PIT","MIN",1997,1999,"summer",1003,1003,0,74.493519441675,7.27083062108655,56,105,231,35.567298105683,""
"PIT","MIN",1998,2000,"summer",997,997,0,70.332998996991,6.89693520295603,54,103,228,37.3400200601805,""
"PIT","MIN",1999,2001,"summer",999,999,0,79.0840840840841,7.88678258963497,58,109,235,37.5005005005005,""
"PIT","MIN",2000,2002,"summer",993,993,0,63.7492447129909,6.73074927627642,51,91,234,38.1148036253776,""
"PIT","MIN",2001,2003,"summer",999,999,0,66.6786786786787,7.6642898257387,53,94,233,36.6816816816817,""
"PIT","MIN",2002,2004,"summer",994,994,0,66.5835010060362,6.96456065754093,53,94,233,36.4788732394366,""
"PIT","MIN",2003,2005,"summer",1002,1002,0,67.3423153692615,7.34599361598805,51,96,237,37.497005988024,""
"PIT","MIN",2004,2006,"summer",1007,1007,0,68.2284011916584,7.59718136794783,52,89,236,38.7428003972195,""
"PIT","MIN",2005,2007,"summer",1000,1000,0,71.905,8.06492517125968,54,99,242,38.992,""
"PIT","MIN",2006,2008,"summer",1000,1000,0,68.873,6.45434191297064,54,92,233,37.392,""
"PIT","MIN",2007,2009,"summer",995,995,0,66.3226130653266,7.19080574970637,48,92,232,37.3236180904523,""
"PIT","MIN",2008,2010,"summer",983,983,0,64.2909460834181,6.13234799027845,53,86,230,37.0457782299084,""
"PIT","MIN",2009,2011,"summer",999,999,0,65.8258258258258,6.76455557431008,52,86,230,38.1241241241241,""
"PIT","MIN",2010,2012,"summer",998,998,0,65.4448897795591,6.84917531864328,55,90,242,37.0420841683367,""
"PIT","MIN",2011,2013,"summer",995,995,0,66.1015075376884,6.65662162114809,52,90,234,37.9597989949749,""
"PIT","MIN",2012,2014,"summer",999,999,0,68.7077077077077,7.05451508019396,55,96,233,36.3923923923924,""
"PIT","MIN",2013,2015,"summer",995,995,0,69.7507537688442,7.401546070931,55,102,232,38.6874371859296,""
"PIT","MIN",2014,2016,"summer",994,994,0,66.91046277666,7.41307676589703,55,94,231,38.8581488933602,""
"PIT","MIN",2015,2017,"summer",994,994,0,70.3732394366197,7.71917272523084,55,104,229,39.7293762575453,""
"PIT","MIN",2016,2018,"summer",919,919,0,65.8258977149075,6.49904833274507,55,93,226,37.038084874864,""
"PIT","MIN",2017,2019,"summer",998,998,0,69.7034068136273,6.70156259692882,55,96,234,37.7024048096192,""
"PIT","MIN",2018,2020,"summer",991,991,0,65.9051463168517,7.08513052094115,55,90,233,36.2896064581231,""
"PIT","MIN",2019,2021,"summer",989,989,0,68.6764408493428,6.80426612663367,55,102,231,39.8655207280081,""
"PIT","MIN",2020,2022,"summer",1000,1000,0,69.571,7.08386477426977,55,94,238,38.177,""
"PIT","UGR",1991,1993,"summer",916,916,0,75.2052401746725,6.68784190461768,56,110,234,316.82096069869,""
"PIT","UGR",1992,1994,"summer",1001,1001,0,63.2447552447552,6.4652173176959,54,89,258,323.315684315684,""
"PIT","UGR",1993,1995,"summer",998,998,0,67.3076152304609,7.83547997019573,57,107,258,320.179358717435,""
"PIT","UGR",2006,2008,"summer",1000,1000,0,65.454,6.68899294562542,53,87,240,322.336,""
"PIT","UGR",2008,2010,"summer",735,735,0,59.9251700680272,4.44783331414111,52,75,224,321.697959183673,""
"PIT","UGR",2009,2011,"summer",785,785,0,60.9732484076433,4.85562452851736,52,88,243,321.895541401274,""
"PIT","UGR",2010,2012,"summer",987,987,0,64.5379939209726,7.168737432578,54,93,256,317.423505572442,""
"PIT","UGR",2011,2013,"summer",996,996,0,62.4287148594378,6.18410499002551,54,89,241,315.542168674699,""
"PIT","UGR",2012,2014,"summer",1000,1000,0,62.261,6.20155934732051,55,82,239,318.136,""
"PIT","UGR",2013,2015,"summer",1000,1000,0,65.609,6.28232334304647,55,94,238,319.593,""
"PIT","UGR",2014,2016,"summer",997,997,0,61.6379137412237,5.24809076591965,55,84,237,321.207622868606,""
"PIT","UGR",2015,2017,"summer",993,993,0,61.9133937562941,5.94519254339721,55,90,235,320.691842900302,""
"PIT","UGR",2016,2018,"summer",929,929,0,64.6921420882669,7.01383735766586,55,102,235,317.698600645856,""
"PIT","UGR",2017,2019,"summer",999,999,0,63.3863863863864,5.05291190228361,55,80,242,322.276276276276,""
"PIT","UGR",2018,2020,"summer",865,865,0,66.0196531791908,7.60867757344291,55,96,238,313.151445086705,""
"PIT","UGR",2019,2021,"summer",437,437,0,77.0617848970252,6.54857148926045,61,98,238,304.045766590389,""
"PIT","UGR",2020,2022,"summer",980,980,0,65.1071428571429,4.55426368045296,55,96,242,321.637755102041,""
"PIT","CAT",1993,1995,"winter",483,483,0,82.7556935817805,8.47979926202091,61,105,335,48,""
"PIT","CAT",1994,1996,"winter",294,294,0,92.1156462585034,6.91589355836376,72,114,9,47.1360544217687,""
"PIT","CAT",1995,1997,"winter",102,102,0,92.8333333333333,8.11682439651299,70,115,43.5,43.4509803921569,""
"PIT","CAT",1996,1998,"winter",437,437,0,89.6430205949657,6.75357723980251,70,107,6,43.7048054919908,""
"PIT","CAT",1997,1999,"winter",494,494,0,86.8906882591093,6.95218341904706,65,104,8,46.1295546558704,""
"PIT","CAT",1998,2000,"winter",500,500,0,85.78,6.62172897279694,68,104,14,44.108,""
"PIT","CAT",1999,2001,"winter",521,521,0,83.1631477927063,6.84036836019196,65,100,339,44.0095969289827,""
"PIT","CAT",2000,2002,"winter",449,449,0,80.7661469933185,6.64139572154306,65,101,339,44.2182628062361,""
"PIT","CAT",2001,2003,"winter",522,522,0,81.5306513409962,6.73376480451337,65,102,343,45.4674329501916,""
"PIT","CAT",2002,2004,"winter",499,499,0,77.1362725450902,7.32064438905152,59,101,343,44.2725450901804,""
"PIT","CAT",2003,2005,"winter",526,526,0,79.7509505703422,7.00453927987176,61,98,341,44.9790874524715,""
"PIT","CAT",2004,2006,"winter",500,500,0,83.086,7.34864676103273,59,114,354,42.948,""
"PIT","CAT",2005,2007,"winter",500,500,0,80.79,7.30318924486368,55,100,347,43.374,""
"PIT","CAT",2006,2008,"winter",500,500,0,79.568,7.88070981411882,55,101,346,43.234,""
"PIT","CAT",2007,2009,"winter",500,500,0,87.134,6.20427514381174,72,107,338,43.802,""
"PIT","CAT",2008,2010,"winter",498,498,0,79.3875502008032,8.33481979098403,55,101,355,44.5763052208835,""
"PIT","CAT",2009,2011,"winter",497,497,0,83.5674044265593,8.21902689668601,57,105,354,44.0362173038229,""
"PIT","CAT",2010,2012,"winter",501,501,0,81.3992015968064,7.56282482682744,61,102,348,44.8982035928144,""
"PIT","CAT",2011,2013,"winter",597,597,0,77.4371859296482,8.41328592092199,55,99,346,42.9229480737018,""
"PIT","CAT",2012,2014,"winter",129,129,0,83.1162790697674,8.41931179173878,59,99,345,43.5348837209302,""
"PIT","CAT",2013,2015,"winter",597,597,0,78.6365159128978,8.350754894251,55,114,343,42.7973199329983,""
"PIT","CAT",2014,2016,"winter",570,570,0,80.7719298245614,8.1448174166631,55,104,343,44.6719298245614,""
"PIT","CAT",2015,2017,"winter",598,598,0,82.4314381270903,7.11083455809378,56,105,342,43.9548494983278,""
"PIT","CAT",2016,2018,"winter",597,597,0,81.2177554438861,8.00080656507641,58,105,338,42.9095477386935,""
"PIT","CAT",2017,2019,"winter",541,541,0,84.5563770794824,7.09819101877579,66,107,339,43.634011090573,""
"PIT","CAT",2018,2020,"winter",594,594,0,85.8787878787879,8.09568335078287,62,111,345,43.6212121212121,""
"PIT","CAT",2019,2021,"winter",599,599,0,84.2821368948247,8.45698528485883,61,107,336,44.0717863105175,""
"PIT","CAT",2020,2022,"winter",600,600,0,80.0716666666667,8.47089865927548,57,105,341,45.75,""
"PIT","LOS",1995,1997,"winter",392,392,0,91.9311224489796,9.27901412245461,73,126,34,25,""
"PIT","LOS",1996,1998,"winter",504,504,0,94.625,8.13628021063704,76,123,350,14.4642857142857,""
"PIT","LOS",1997,1999,"winter",491,491,0,87.3116089613035,9.01736689800894,67,128,11,17.2830957230143,""
"PIT","LOS",1998,2000,"winter",511,511,0,83.9706457925636,8.53488340167418,67,131,5,18.1526418786693,""
"PIT","LOS",1999,2001,"winter",499,499,0,88.6673346693387,8.72663576628531,63,115,352,17.3066132264529,""
"PIT","LOS",2000,2002,"winter",563,563,0,81.4902309058615,8.93777383872177,55,116,345,16.1722912966252,""
"PIT","LOS",2001,2003,"winter",501,501,0,78.5788423153693,7.05097663143808,61,100,343,21.1097804391218,""
"PIT","LOS",2002,2004,"winter",500,500,0,75.32,7.43182777843086,58,102,336,17.268,""
"PIT","LOS",2003,2005,"winter",500,500,0,79.938,7.84661038851671,58,108,345,16.91,""
"PIT","LOS",2004,2006,"winter",501,501,0,73.3932135728543,7.05117535254197,54,107,348,19.5548902195609,""
"PIT","LOS",2005,2007,"winter",500,500,0,75.706,7.74645590953157,56,97,347,15.558,""
"PIT","LOS",2006,2008,"winter",500,500,0,78.192,8.18933858947511,56,110,339,20.798,""
"PIT","LOS",2007,2009,"winter",494,494,0,72.3076923076923,7.24774998578537,56,114,345,20.7631578947368,""
"PIT","LOS",2008,2010,"winter",499,499,0,71.5971943887776,7.08384043620344,55,95,349,18.496993987976,""
"PIT","LOS",2009,2011,"winter",500,500,0,77.584,7.66710590940624,56,103,342,18.836,""
"PIT","LOS",2010,2012,"winter",500,500,0,69.426,7.80964179780482,54,93,341,18.818,""
"PIT","LOS",2011,2013,"winter",592,592,0,73.8344594594595,7.11398339715545,55,93,354,17,""
"PIT","LOS",2012,2014,"winter",598,598,0,76.819397993311,7.29636964676547,56,108,335,18.9214046822742,""
"PIT","LOS",2013,2015,"winter",597,597,0,83.7889447236181,7.04722886124598,66,105,336,18.7587939698492,""
"PIT","LOS",2014,2016,"winter",598,598,0,77.4749163879599,6.71146469619015,60,102,335,20.2809364548495,""
"PIT","LOS",2015,2017,"winter",597,597,0,81.1457286432161,7.46988603185661,56,111,340,17.5142378559464,""
"PIT","LOS",2016,2018,"winter",599,599,0,79.2420701168614,7.57591455378023,57,116,334,16.7679465776294,""
"PIT","LOS",2017,2019,"winter",599,599,0,83.7579298831386,6.477372479322,64,102,333,19.4207011686144,""
"PIT","LOS",2018,2020,"winter",599,599,0,75.0033388981636,6.8921448819594,58,105,340,16.9265442404007,""
"PIT","LOS",2019,2021,"winter",598,598,0,82.0150501672241,6.73609549318382,49,105,336,15.494983277592,""
"PIT","LOS",2020,2022,"winter",226,226,0,83.3053097345133,7.4206719157645,66,105,347,16.5530973451327,""
"PIT","UGR",1992,1994,"winter",505,505,0,67.8514851485149,6.88307410242556,53,86,313,323.013861386139,""
"PIT","UGR",1993,1995,"winter",433,433,0,71.2909930715935,7.67049042220128,60,108,325,320,""
"PIT","UGR",1996,1998,"winter",124,124,0,70.9596774193548,5.77828735640107,57,82,353,321.967741935484,""
"PIT","UGR",1997,1999,"winter",419,419,0,70.7159904534606,7.59205119196018,57,92,348,321.510739856802,""
"PIT","UGR",1998,2000,"winter",500,500,0,74.148,7.87821226274805,57,99,347,323.796,""
"PIT","UGR",2002,2004,"winter",299,299,0,75.9832775919732,6.59797517952773,60,95,338,318.66220735786,""
"PIT","UGR",2003,2005,"winter",448,448,0,78.8883928571429,5.93597827886838,62,94,348,318.450892857143,""
"PIT","UGR",2004,2006,"winter",463,463,0,65.6436285097192,7.61608554966339,51,90,335,320.086393088553,""
"PIT","UGR",2005,2007,"winter",482,482,0,75.6825726141079,8.31430818546103,56,103,339,313.983402489627,""
"PIT","UGR",2006,2008,"winter",83,83,0,75.8674698795181,5.72280650137068,60,87,331,321.361445783133,""
"PIT","UGR",2008,2010,"winter",498,498,0,69.8092369477912,6.56202070359173,54,90,335,318.771084337349,""
"PIT","UGR",2009,2011,"winter",431,431,0,71.9512761020882,7.00398172439673,55,98,347,322.371229698376,""
"PIT","UGR",2010,2012,"winter",258,258,0,69.2558139534884,8.73142637450179,54,99,340,320.5,""
"PIT","UGR",2011,2013,"winter",576,576,0,71.3489583333333,9.89886768886922,55,110,340,319.059027777778,""
"PIT","UGR",2012,2014,"winter",125,125,0,66.184,8.1422672597399,55,90,337,319.456,""
"PIT","UGR",2013,2015,"winter",600,600,0,72.51,7.05238448172887,56,102,338,323.045,""
"PIT","UGR",2014,2016,"winter",331,331,0,70.8549848942598,7.38570266551582,56,95,348,321.271903323263,""
"PIT","UGR",2015,2017,"winter",597,597,0,67.6465661641541,7.19041418431564,55,92,334,322.824120603015,""
"PIT","UGR",2016,2018,"winter",599,599,0,71.6727879799666,9.08045297111647,55,99,332,318.889816360601,""
"PIT","UGR",2017,2019,"winter",600,600,0,70.015,6.56937613766052,55,97,332,322.043333333333,""
"PIT","UGR",2018,2020,"winter",93,93,0,71.5483870967742,9.91980466260196,55,100,338,320.967741935484,""
"PIT","UGR",2019,2021,"winter",94,94,0,93.563829787234,6.60165914407788,75,108,324,303.914893617021,""
"PIT","UGR",2020,2022,"winter",599,599,0,74.3455759599332,7.45414810965177,56,111,335,318.816360601002,""
