"fish_subset","population","brood_year","mig_year","season","n_length","n_pit","n_npt","len_mean","len_sd","len_min","len_max","jday_med","rkm_mean","notes"
"all","MIN",2008,2010,"summer",1126,983,143,62.9991119005329,6.87132522310576,44,86,231,36.9307282415631,""
"all","MIN",2009,2011,"summer",1079,999,80,65.0537534754402,7.2940417330677,38,90,230,38.079703429101,""
"all","MIN",2010,2012,"summer",1109,998,111,64.2110009017132,7.57445746880594,44,90,242,37.107303877367,""
"all","MIN",2011,2013,"summer",1085,995,90,64.9410138248848,7.5159255815631,42,90,234,37.9188940092166,""
"all","MIN",2012,2014,"summer",1047,999,48,67.9312320916905,7.81263921241026,44,96,233,36.4068767908309,""
"all","MIN",2013,2015,"summer",1011,995,16,69.5608308605341,7.62934725300973,49,102,232,38.6824925816024,""
"all","MIN",2014,2016,"summer",1028,994,34,66.4426070038911,7.72076032734833,48,94,231,38.7859922178988,""
"all","MIN",2015,2017,"summer",1031,994,37,69.7313288069835,8.29788709095908,47,104,229,39.6420950533463,""
"all","MIN",2016,2018,"summer",958,919,39,65.2609603340292,6.94753889326653,44,93,226,37.0855949895616,""
"all","MIN",2017,2019,"summer",1004,998,6,69.6005976095618,6.81377699741653,48,96,234,37.6982071713147,""
"all","MIN",2018,2020,"summer",1054,991,63,65.0379506641366,7.72524886720433,45,90,233,36.331119544592,""
"all","MIN",2019,2021,"summer",1001,989,12,68.5814185814186,6.91791980190681,49,102,231,39.8291708291708,""
"all","MIN",2020,2022,"summer",1049,1000,49,69.3660629170639,7.24854761971488,49,95,238,38.1086749285033,""
"all","UGR",1991,1993,"summer",916,916,0,75.2052401746725,6.68784190461768,56,110,234,316.82096069869,""
"all","UGR",1992,1994,"summer",1359,1001,358,60.420161883738,7.53240850475222,42,89,258,323.759381898455,""
"all","UGR",1993,1995,"summer",1714,998,716,63.3978996499417,7.853616686633,51,107,258,320.536172695449,""
"all","UGR",2006,2008,"summer",1009,1000,9,65.3557978196234,6.76294090065477,48,87,240,322.332011892963,""
"all","UGR",2008,2010,"summer",817,735,82,59.1946144430845,4.876672199825,47,75,224,321.243574051408,""
"all","UGR",2009,2011,"summer",1058,785,273,58.023629489603,6.90730690007926,37,88,243,322.025519848771,""
"all","UGR",2010,2012,"summer",1412,987,425,60.4206798866856,8.80975057978578,40,93,256,318.669971671388,""
"all","UGR",2011,2013,"summer",1637,996,641,57.7953573610263,7.75615713757483,39,89,241,318.847892486255,""
"all","UGR",2012,2014,"summer",1418,1000,418,59.1424541607898,7.17053211985045,44,82,239,320.015514809591,""
"all","UGR",2013,2015,"summer",1037,1000,37,65.4667309546769,7.19516288462131,46,105,238,319.631629701061,""
"all","UGR",2014,2016,"summer",1172,997,175,60.3165529010239,5.88384280989438,39,84,237,321.451365187713,""
"all","UGR",2015,2017,"summer",1409,993,416,58.6408800567779,7.2415843254865,42,90,236,321.155429382541,""
"all","UGR",2016,2018,"summer",1064,929,135,63.0404135338346,7.89079165023377,44,102,236,318.433270676692,""
"all","UGR",2017,2019,"summer",1066,999,67,62.7110694183865,5.55628556481807,47,80,242,322.176360225141,""
"all","UGR",2018,2020,"summer",1064,865,199,63.2001879699248,9.36599601922715,42,96,238,314.478383458647,""
"all","UGR",2019,2021,"summer",438,437,1,76.9954337899543,6.68684812988019,48,98,238,304.047945205479,""
"all","UGR",2020,2022,"summer",1001,980,21,64.9320679320679,4.74250784072948,48,96,242,321.596403596404,""
"all","CAT",1993,1995,"winter",483,483,0,82.7556935817805,8.47979926202091,61,105,335,48,""
"all","CAT",1994,1996,"winter",294,294,0,92.1156462585034,6.91589355836376,72,114,9,47.1360544217687,""
"all","CAT",1995,1997,"winter",102,102,0,92.8333333333333,8.11682439651299,70,115,43.5,43.4509803921569,""
"all","CAT",1996,1998,"winter",437,437,0,89.6430205949657,6.75357723980251,70,107,6,43.7048054919908,""
"all","CAT",1997,1999,"winter",494,494,0,86.8906882591093,6.95218341904706,65,104,8,46.1295546558704,""
"all","CAT",1998,2000,"winter",500,500,0,85.78,6.62172897279694,68,104,14,44.108,""
"all","CAT",1999,2001,"winter",521,521,0,83.1631477927063,6.84036836019196,65,100,339,44.0095969289827,""
"all","CAT",2000,2002,"winter",449,449,0,80.7661469933185,6.64139572154306,65,101,339,44.2182628062361,""
"all","CAT",2001,2003,"winter",522,522,0,81.5306513409962,6.73376480451337,65,102,343,45.4674329501916,""
"all","CAT",2002,2004,"winter",499,499,0,77.1362725450902,7.32064438905152,59,101,343,44.2725450901804,""
"all","CAT",2003,2005,"winter",526,526,0,79.7509505703422,7.00453927987176,61,98,341,44.9790874524715,""
"all","CAT",2004,2006,"winter",500,500,0,83.086,7.34864676103273,59,114,354,42.948,""
"all","CAT",2005,2007,"winter",500,500,0,80.79,7.30318924486368,55,100,347,43.374,""
"all","CAT",2006,2008,"winter",500,500,0,79.568,7.88070981411882,55,101,346,43.234,""
"all","CAT",2007,2009,"winter",500,500,0,87.134,6.20427514381174,72,107,338,43.802,""
"all","CAT",2008,2010,"winter",498,498,0,79.3875502008032,8.33481979098403,55,101,355,44.5763052208835,""
"all","CAT",2009,2011,"winter",497,497,0,83.5674044265593,8.21902689668601,57,105,354,44.0362173038229,""
"all","CAT",2010,2012,"winter",501,501,0,81.3992015968064,7.56282482682744,61,102,348,44.8982035928144,""
"all","CAT",2011,2013,"winter",597,597,0,77.4371859296482,8.41328592092199,55,99,346,42.9229480737018,""
"all","CAT",2012,2014,"winter",129,129,0,83.1162790697674,8.41931179173878,59,99,345,43.5348837209302,""
"all","CAT",2013,2015,"winter",597,597,0,78.6365159128978,8.350754894251,55,114,343,42.7973199329983,""
"all","CAT",2014,2016,"winter",570,570,0,80.7719298245614,8.1448174166631,55,104,343,44.6719298245614,""
"all","CAT",2015,2017,"winter",598,598,0,82.4314381270903,7.11083455809378,56,105,342,43.9548494983278,""
"all","CAT",2016,2018,"winter",605,597,8,81.1785123966942,7.96024067212839,58,105,338,42.9636363636364,""
"all","CAT",2017,2019,"winter",541,541,0,84.5563770794824,7.09819101877579,66,107,339,43.634011090573,""
"all","CAT",2018,2020,"winter",594,594,0,85.8787878787879,8.09568335078287,62,111,345,43.6212121212121,""
"all","CAT",2019,2021,"winter",599,599,0,84.2821368948247,8.45698528485883,61,107,336,44.0717863105175,""
"all","CAT",2020,2022,"winter",600,600,0,80.0716666666667,8.47089865927548,57,105,341,45.75,""
"all","LOS",1995,1997,"winter",392,392,0,91.9311224489796,9.27901412245461,73,126,34,25,""
"all","LOS",1996,1998,"winter",504,504,0,94.625,8.13628021063704,76,123,350,14.4642857142857,""
"all","LOS",1997,1999,"winter",491,491,0,87.3116089613035,9.01736689800894,67,128,11,17.2830957230143,""
"all","LOS",1998,2000,"winter",511,511,0,83.9706457925636,8.53488340167418,67,131,5,18.1526418786693,""
"all","LOS",1999,2001,"winter",499,499,0,88.6673346693387,8.72663576628531,63,115,352,17.3066132264529,""
"all","LOS",2000,2002,"winter",563,563,0,81.4902309058615,8.93777383872177,55,116,345,16.1722912966252,""
"all","LOS",2001,2003,"winter",501,501,0,78.5788423153693,7.05097663143808,61,100,343,21.1097804391218,""
"all","LOS",2002,2004,"winter",500,500,0,75.32,7.43182777843086,58,102,336,17.268,""
"all","LOS",2003,2005,"winter",500,500,0,79.938,7.84661038851671,58,108,345,16.91,""
"all","LOS",2004,2006,"winter",501,501,0,73.3932135728543,7.05117535254197,54,107,348,19.5548902195609,""
"all","LOS",2005,2007,"winter",500,500,0,75.706,7.74645590953157,56,97,347,15.558,""
"all","LOS",2006,2008,"winter",500,500,0,78.192,8.18933858947511,56,110,339,20.798,""
"all","LOS",2007,2009,"winter",494,494,0,72.3076923076923,7.24774998578537,56,114,345,20.7631578947368,""
"all","LOS",2008,2010,"winter",499,499,0,71.5971943887776,7.08384043620344,55,95,349,18.496993987976,""
"all","LOS",2009,2011,"winter",500,500,0,77.584,7.66710590940624,56,103,342,18.836,""
"all","LOS",2010,2012,"winter",500,500,0,69.426,7.80964179780482,54,93,341,18.818,""
"all","LOS",2011,2013,"winter",592,592,0,73.8344594594595,7.11398339715545,55,93,354,17,""
"all","LOS",2012,2014,"winter",598,598,0,76.819397993311,7.29636964676547,56,108,335,18.9214046822742,""
"all","LOS",2013,2015,"winter",597,597,0,83.7889447236181,7.04722886124598,66,105,336,18.7587939698492,""
"all","LOS",2014,2016,"winter",598,598,0,77.4749163879599,6.71146469619015,60,102,335,20.2809364548495,""
"all","LOS",2015,2017,"winter",597,597,0,81.1457286432161,7.46988603185661,56,111,340,17.5142378559464,""
"all","LOS",2016,2018,"winter",599,599,0,79.2420701168614,7.57591455378023,57,116,334,16.7679465776294,""
"all","LOS",2017,2019,"winter",599,599,0,83.7579298831386,6.477372479322,64,102,333,19.4207011686144,""
"all","LOS",2018,2020,"winter",600,599,1,74.9683333333333,6.93956722072112,54,105,340,16.93,""
"all","LOS",2019,2021,"winter",598,598,0,82.0150501672241,6.73609549318382,49,105,336,15.494983277592,""
"all","LOS",2020,2022,"winter",226,226,0,83.3053097345133,7.4206719157645,66,105,347,16.5530973451327,""
"all","UGR",1992,1994,"winter",505,505,0,67.8514851485149,6.88307410242556,53,86,313,323.013861386139,""
"all","UGR",1993,1995,"winter",433,433,0,71.2909930715935,7.67049042220128,60,108,325,320,""
"all","UGR",1996,1998,"winter",124,124,0,70.9596774193548,5.77828735640107,57,82,353,321.967741935484,""
"all","UGR",1997,1999,"winter",419,419,0,70.7159904534606,7.59205119196018,57,92,348,321.510739856802,""
"all","UGR",1998,2000,"winter",500,500,0,74.148,7.87821226274805,57,99,347,323.796,""
"all","UGR",2002,2004,"winter",299,299,0,75.9832775919732,6.59797517952773,60,95,338,318.66220735786,""
"all","UGR",2003,2005,"winter",448,448,0,78.8883928571429,5.93597827886838,62,94,348,318.450892857143,""
"all","UGR",2004,2006,"winter",463,463,0,65.6436285097192,7.61608554966339,51,90,335,320.086393088553,""
"all","UGR",2005,2007,"winter",482,482,0,75.6825726141079,8.31430818546103,56,103,339,313.983402489627,""
"all","UGR",2006,2008,"winter",83,83,0,75.8674698795181,5.72280650137068,60,87,331,321.361445783133,""
"all","UGR",2008,2010,"winter",498,498,0,69.8092369477912,6.56202070359173,54,90,335,318.771084337349,""
"all","UGR",2009,2011,"winter",431,431,0,71.9512761020882,7.00398172439673,55,98,347,322.371229698376,""
"all","UGR",2010,2012,"winter",258,258,0,69.2558139534884,8.73142637450179,54,99,340,320.5,""
"all","UGR",2011,2013,"winter",576,576,0,71.3489583333333,9.89886768886922,55,110,340,319.059027777778,""
"all","UGR",2012,2014,"winter",125,125,0,66.184,8.1422672597399,55,90,337,319.456,""
"all","UGR",2013,2015,"winter",600,600,0,72.51,7.05238448172887,56,102,338,323.045,""
"all","UGR",2014,2016,"winter",331,331,0,70.8549848942598,7.38570266551582,56,95,348,321.271903323263,""
"all","UGR",2015,2017,"winter",597,597,0,67.6465661641541,7.19041418431564,55,92,334,322.824120603015,""
"all","UGR",2016,2018,"winter",599,599,0,71.6727879799666,9.08045297111647,55,99,332,318.889816360601,""
"all","UGR",2017,2019,"winter",600,600,0,70.015,6.56937613766052,55,97,332,322.043333333333,""
"all","UGR",2018,2020,"winter",97,93,4,70.8247422680412,10.3249397791609,54,100,338,321.010309278351,""
"all","UGR",2019,2021,"winter",94,94,0,93.563829787234,6.60165914407788,75,108,324,303.914893617021,""
"all","UGR",2020,2022,"winter",599,599,0,74.3455759599332,7.45414810965177,56,111,335,318.816360601002,""
"PIT","CAT",1993,1995,"fall",501,501,0,77.9620758483034,7.37214750817125,60,106,304,32,""
"PIT","CAT",1994,1996,"fall",511,511,0,89.5225048923679,6.71776853615605,70,116,290,32,""
"PIT","CAT",1995,1997,"fall",401,401,0,90.3092269326683,6.36625004621031,70,109,316,32,""
"PIT","CAT",1996,1998,"fall",583,583,0,88.1732418524871,6.83978438760304,65,108,287,32,""
"PIT","CAT",1997,1999,"fall",656,656,0,83.0335365853659,7.59683162111518,59,106,292,32,""
"PIT","CAT",1998,2000,"fall",677,677,0,85.7282127031019,7.94470453099849,66,107,301,32,""
"PIT","CAT",1999,2001,"fall",510,510,0,84.3333333333333,6.3896609349112,65,105,297,32,""
"PIT","CAT",2000,2002,"fall",514,514,0,80.7217898832685,7.18445581565305,58,98,277,32,""
"PIT","CAT",2001,2003,"fall",849,849,0,79.2944640753828,7.29971438937549,62,103,284,32,""
"PIT","CAT",2002,2004,"fall",522,522,0,74.0114942528736,7.20976239349122,59,95,293,32,""
"PIT","CAT",2003,2005,"fall",544,544,0,77.3455882352941,7.91983655585075,58,97,279,32,""
"PIT","CAT",2004,2006,"fall",500,500,0,79.758,8.65200267571625,56,117,285,32,""
"PIT","CAT",2005,2007,"fall",500,500,0,83.744,8.293613932667,61,107,284,32,""
"PIT","CAT",2006,2008,"fall",499,499,0,78.12625250501,8.21486629821563,57,103,289,32,""
"PIT","CAT",2007,2009,"fall",500,500,0,87.458,6.88091054001717,66,108,293,32,""
"PIT","CAT",2008,2010,"fall",820,820,0,78.4207317073171,7.87027355389614,56,100,296,32,""
"PIT","CAT",2009,2011,"fall",499,499,0,83.0380761523046,6.61662087423679,59,102,306,32,""
"PIT","CAT",2010,2012,"fall",1151,1151,0,79.8418766290182,8.11178539005635,57,108,295,32,""
"PIT","CAT",2011,2013,"fall",1150,1150,0,75.0608695652174,7.8116279359652,55,95,287,32,""
"PIT","CAT",2012,2014,"fall",920,920,0,73.545652173913,8.88997446165847,55,99,278,32,""
"PIT","CAT",2013,2015,"fall",703,703,0,75.4950213371266,8.17348682378081,56,102,287,32,""
"PIT","CAT",2014,2016,"fall",699,699,0,72.4849785407725,8.20830108470971,55,104,291,32,""
"PIT","CAT",2015,2017,"fall",700,700,0,74.0885714285714,8.98436955955104,56,111,287,32,""
"PIT","CAT",2016,2018,"fall",702,702,0,74.9871794871795,7.39866246687158,55,99,285,32,""
"PIT","CAT",2017,2019,"fall",700,700,0,83.5614285714286,8.16342015159263,60,105,297,32,""
"PIT","CAT",2018,2020,"fall",721,721,0,81.1650485436893,7.52932777205436,58,110,291,32,""
"PIT","CAT",2019,2021,"fall",700,700,0,76.5085714285714,7.316759972627,56,103,291,32,""
"PIT","CAT",2020,2022,"fall",700,700,0,74.0028571428571,6.96116288257234,57,97,290,32,""
"PIT","LOS",1995,1997,"fall",519,519,0,99.5414258188825,8.7904453378226,78,128,327,3,""
"PIT","LOS",1996,1998,"fall",498,498,0,97.8755020080321,7.68838277056733,66,122,305,3,""
"PIT","LOS",1997,1999,"fall",501,501,0,95.6087824351297,9.47178139077179,69,125,296,3,""
"PIT","LOS",1998,2000,"fall",514,514,0,97.4552529182879,9.60866555951154,69,127,305,3,""
"PIT","LOS",1999,2001,"fall",499,499,0,95.8296593186373,8.17805382358997,74,122,313,3,""
"PIT","LOS",2000,2002,"fall",494,494,0,94.7064777327935,9.60544547120614,70,119,288,3,""
"PIT","LOS",2001,2003,"fall",854,854,0,91.0269320843091,8.7160751195096,66,150,286,3,""
"PIT","LOS",2003,2005,"fall",500,500,0,87.504,12.1621469995753,54,117,279,3,""
"PIT","LOS",2004,2006,"fall",495,495,0,86.2464646464646,10.8493485049586,59,120,291,3,""
"PIT","LOS",2005,2007,"fall",499,499,0,84.2945891783567,10.9171483131231,56,126,284,3,""
"PIT","LOS",2006,2008,"fall",499,499,0,91.3827655310621,8.86782594071362,62,132,296,3,""
"PIT","LOS",2007,2009,"fall",500,500,0,84.444,9.68909806135148,60,117,294,3,""
"PIT","LOS",2008,2010,"fall",1100,1100,0,84.11,11.0066441180168,58,120,287,3,""
"PIT","LOS",2009,2011,"fall",1079,1079,0,88.2502316960148,8.32895331385269,59,121,299,3,""
"PIT","LOS",2010,2012,"fall",1798,1798,0,73.2163515016685,10.1494902916735,55,113,290,3,""
"PIT","LOS",2011,2013,"fall",1160,1160,0,79.3939655172414,10.3961630008948,55,121,284.5,3,""
"PIT","LOS",2012,2014,"fall",1181,1181,0,82.3590177815411,9.00573152999586,57,113,283,3,""
"PIT","LOS",2013,2015,"fall",1092,1092,0,93.1172161172161,8.5729198874108,67,124,290,3,""
"PIT","LOS",2014,2016,"fall",1183,1183,0,85.7058326289095,9.57222212136918,57,127,296,3,""
"PIT","LOS",2015,2017,"fall",919,919,0,90.379760609358,9.23692407630546,65,126,285,3,""
"PIT","LOS",2016,2018,"fall",1200,1200,0,85.3216666666667,9.26416309336175,65,125,284,3,""
"PIT","LOS",2017,2019,"fall",1175,1175,0,88.9421276595745,7.65593514856424,65,116,305,3,""
"PIT","LOS",2018,2020,"fall",1200,1200,0,84.6658333333333,8.26787744648613,65,125,289,3,""
"PIT","LOS",2019,2021,"fall",1210,1210,0,92.3355371900826,7.39569162918299,66,124,291,3,""
"PIT","LOS",2020,2022,"fall",1085,1085,0,87.5032258064516,8.58768741824185,65,129,286,3,""
"PIT","MIN",1999,2001,"fall",297,297,0,85.8282828282828,8.98952889820317,57,106,304,0,""
"PIT","MIN",2000,2002,"fall",534,534,0,72.1029962546816,7.58656549409768,55,100,284,0,""
"PIT","MIN",2001,2003,"fall",849,849,0,79.0329799764429,8.13818426394889,64,116,296,0,""
"PIT","MIN",2002,2004,"fall",500,500,0,71.81,7.53893700346969,55,102,295,0,""
"PIT","MIN",2003,2005,"fall",498,498,0,76.4016064257028,10.0677462481342,58,122,282,0,""
"PIT","MIN",2004,2006,"fall",499,499,0,78.5711422845691,9.62095108066671,58,110,286,0,""
"PIT","MIN",2005,2007,"fall",500,500,0,78.304,9.28461049177444,55,102,298,0,""
"PIT","MIN",2006,2008,"fall",500,500,0,80.338,8.66359462021896,56,103,289,0,""
"PIT","MIN",2007,2009,"fall",500,500,0,82.498,8.60290741738304,58,115,301.5,0,""
"PIT","MIN",2008,2010,"fall",945,945,0,75.9439153439154,7.97453757181889,57,103,294,0,""
"PIT","MIN",2009,2011,"fall",932,932,0,81.2199570815451,8.13671505580339,58,120,304,0,""
"PIT","MIN",2010,2012,"fall",1298,1298,0,76.675654853621,8.20282830538896,56,106,296,0,""
"PIT","MIN",2011,2013,"fall",1205,1205,0,75.0746887966805,9.44679444341106,55,118,297,0,""
"PIT","MIN",2012,2014,"fall",1084,1084,0,78.1143911439114,9.38357809452763,55,110,291,0,""
"PIT","MIN",2013,2015,"fall",1093,1093,0,80.2607502287283,8.67624257100544,55,113,295,0,""
"PIT","MIN",2014,2016,"fall",1089,1089,0,77.9807162534435,10.1503674158961,55,112,299,0,""
"PIT","MIN",2015,2017,"fall",899,899,0,81.8153503893215,9.33330770413311,65,118,292,0,""
"PIT","MIN",2016,2018,"fall",1100,1100,0,78.2990909090909,7.72600627537671,64,108,289,0,""
"PIT","MIN",2017,2019,"fall",1100,1100,0,83.5863636363636,9.13007785370372,65,110,288,0,""
"PIT","MIN",2018,2020,"fall",1148,1148,0,81.6506968641115,8.48738380821962,65,118,294,0,""
"PIT","MIN",2019,2021,"fall",1100,1100,0,84.8327272727273,8.48288014306158,65,117,290,0,""
"PIT","MIN",2020,2022,"fall",1099,1099,0,79.9062784349409,8.92527910911424,55,111,298,0,""
"PIT","UGR",1992,1994,"fall",402,402,0,78.4825870646766,10.8658078770783,54,115,284,299,""
"PIT","UGR",1993,1995,"fall",424,424,0,78.8655660377358,8.75937016207733,56,103,308,257,"During mig_year 1995 the UGR trap was located at RKM 257 (just upstream of La Grande); 42 rkm below its standard location at RKM 299."
"PIT","UGR",1994,1996,"fall",4,4,0,NA,NA,90,102,293.5,299,"Short trap season; sample size insufficient to estimate population mean length."
"PIT","UGR",1995,1997,"fall",27,27,0,NA,NA,83,104,319,299,"Short trap season; sample size insufficient to estimate population mean length."
"PIT","UGR",1996,1998,"fall",592,592,0,82.2297297297297,10.9985967999612,59,115,303,299,""
"PIT","UGR",1997,1999,"fall",499,499,0,85.1923847695391,12.3728497837537,57,117,311,299,""
"PIT","UGR",1998,2000,"fall",492,492,0,79.3617886178862,10.368918149777,60,102,303,299,""
"PIT","UGR",2000,2002,"fall",344,344,0,78.3052325581395,6.29057107851616,62,115,302,299,""
"PIT","UGR",2001,2003,"fall",583,583,0,81.253859348199,5.4483562287449,67,98,284,299,""
"PIT","UGR",2002,2004,"fall",179,179,0,78.4525139664805,4.43070641938775,68,90,290,299,""
"PIT","UGR",2003,2005,"fall",368,368,0,82.5461956521739,6.75520077652013,62,110,303,299,""
"PIT","UGR",2004,2006,"fall",519,519,0,70.2639691714836,8.06953805660053,53,93,307,299,""
"PIT","UGR",2005,2007,"fall",533,533,0,72.1688555347092,6.03386480123783,56,94,291,299,""
"PIT","UGR",2006,2008,"fall",159,159,0,74.125786163522,6.25283949509764,58,91,294,299,""
"PIT","UGR",2007,2009,"fall",4,4,0,NA,NA,85,103,306.5,299,"Short trap season; sample size insufficient to estimate population mean length."
"PIT","UGR",2008,2010,"fall",486,486,0,77.3271604938272,7.60534015878906,56,100,288,299,""
"PIT","UGR",2009,2011,"fall",498,498,0,83.2309236947791,7.54949380358331,55,107,303,299,""
"PIT","UGR",2010,2012,"fall",606,606,0,71.976897689769,8.09506293449793,51,100,284,299,""
"PIT","UGR",2011,2013,"fall",644,644,0,75.5900621118012,7.09190680581223,56,102,281,299,""
"PIT","UGR",2012,2014,"fall",636,636,0,70.5408805031446,7.57471312384388,55,94,274,299,""
"PIT","UGR",2013,2015,"fall",679,679,0,74.3770250368188,5.50080197834615,57,96,289,299,""
"PIT","UGR",2014,2016,"fall",699,699,0,71.4821173104435,5.99432951559383,55,89,289,299,""
"PIT","UGR",2015,2017,"fall",701,701,0,71.6305278174037,7.22548136851276,55,93,289,299,""
"PIT","UGR",2016,2018,"fall",700,700,0,72.3042857142857,7.8366903417167,56,97,281.5,299,""
"PIT","UGR",2017,2019,"fall",628,628,0,72.4203821656051,8.09700154282423,55,105,289,299,""
"PIT","UGR",2018,2020,"fall",700,700,0,74.1385714285714,9.0095767337039,55,100,283,299,""
"PIT","UGR",2019,2021,"fall",23,23,0,NA,NA,67,103,306,299,"Short trap season; sample size insufficient to estimate population mean length."
"PIT","UGR",2020,2022,"fall",588,588,0,77.5510204081633,6.77522661762661,56,98,303,299,""
"PIT","CAT",1993,1995,"spring",348,348,0,89.051724137931,7.80546416262337,66,117,90,32,""
"PIT","CAT",1994,1996,"spring",277,277,0,96.5776173285198,6.37408169783798,81,125,74,32,""
"PIT","CAT",1995,1997,"spring",81,81,0,93.962962962963,6.61710745802961,75,109,78,32,""
"PIT","CAT",1996,1998,"spring",453,453,0,93.2030905077263,7.34023276036281,70,118,78,32,""
"PIT","CAT",1997,1999,"spring",502,502,0,92.8386454183267,6.38672686105906,73,114,78,32,""
"PIT","CAT",1998,2000,"spring",431,431,0,90.9744779582367,8.18914756297833,68,126,83,32,""
"PIT","CAT",1999,2001,"spring",326,326,0,88.2361963190184,8.00553902157473,69,140,80,32,""
"PIT","CAT",2000,2002,"spring",214,214,0,90.2523364485981,8.36614399872472,69,139,93,32,""
"PIT","CAT",2001,2003,"spring",485,485,0,88.0721649484536,8.05616572903807,68,118,81,32,""
"PIT","CAT",2002,2004,"spring",524,524,0,84.1603053435115,7.52872565846507,62,113,88,32,""
"PIT","CAT",2003,2005,"spring",409,409,0,87.4205378973105,8.41795284508735,61,117,90,32,""
"PIT","CAT",2004,2006,"spring",360,360,0,88.5805555555555,8.07893920904367,67,127,89,32,""
"PIT","CAT",2005,2007,"spring",363,363,0,91.5592286501377,9.49054146526574,70,141,93,32,""
"PIT","CAT",2006,2008,"spring",447,447,0,86.0559284116331,6.95913790820076,63,114,86,32,""
"PIT","CAT",2007,2009,"spring",491,491,0,90.7556008146639,7.15266071483545,69,132,83,32,""
"PIT","CAT",2008,2010,"spring",569,569,0,89.7961335676626,7.40079357824295,66,110,92,32,""
"PIT","CAT",2009,2011,"spring",423,423,0,88.2364066193853,8.42648152246754,67,120,86,32,""
"PIT","CAT",2010,2012,"spring",1009,1009,0,83.0049554013875,7.7777265942685,59,109,85,32,""
"PIT","CAT",2011,2013,"spring",825,825,0,80.4678787878788,6.95140891529335,58,99,79,32,""
"PIT","CAT",2012,2014,"spring",764,764,0,84.9188481675393,7.68984015827037,63,120,69,32,""
"PIT","CAT",2013,2015,"spring",213,213,0,86.7699530516432,9.77137900397354,58,121,87,32,""
"PIT","CAT",2014,2016,"spring",462,462,0,82.5757575757576,7.16899332263429,60,103,71,32,""
"PIT","CAT",2015,2017,"spring",617,617,0,87.7277147487844,7.89811913309603,63,110,101,32,""
"PIT","CAT",2016,2018,"spring",696,696,0,87.7772988505747,7.45542932112956,64,115,84,32,""
"PIT","CAT",2017,2019,"spring",565,565,0,89.1380530973451,7.02947591672682,70,117,81,32,""
"PIT","CAT",2018,2020,"spring",322,322,0,91.8074534161491,7.73954165446428,71,117,66,32,""
"PIT","CAT",2019,2021,"spring",585,585,0,88.4923076923077,7.75725636701015,60,121,94,32,""
"PIT","CAT",2020,2022,"spring",700,700,0,88.4957142857143,7.25017755619558,66,111,83,32,""
"PIT","LOS",1995,1997,"spring",482,482,0,102.151452282158,12.0921568697132,79,141,93,3,""
"PIT","LOS",1996,1998,"spring",483,483,0,109.333333333333,13.8329792152512,77,148,102,3,""
"PIT","LOS",1997,1999,"spring",600,600,0,94.9283333333333,9.86536396858271,70,152,98,3,""
"PIT","LOS",1998,2000,"spring",354,354,0,95.454802259887,11.4156317504145,63,153,105,3,""
"PIT","LOS",1999,2001,"spring",442,442,0,100.893665158371,12.016994981923,75,148,110,3,""
"PIT","LOS",2000,2002,"spring",404,404,0,94.490099009901,10.5704490463879,67,126,100,3,""
"PIT","LOS",2001,2003,"spring",480,480,0,90.0395833333333,10.0329569567379,69,130,79,3,""
"PIT","LOS",2002,2004,"spring",500,500,0,88.126,10.578560198427,66,132,115,3,"Non-standard trap season; trap operated only during second half of spring (April 19 - June 18)."
"PIT","LOS",2003,2005,"spring",464,464,0,91.4504310344828,10.2277372319141,68,128,89,3,""
"PIT","LOS",2004,2006,"spring",517,517,0,89.5454545454545,9.0206676795054,65,127,100,3,""
"PIT","LOS",2005,2007,"spring",505,505,0,92.1089108910891,9.78853900412609,70,130,96,3,""
"PIT","LOS",2006,2008,"spring",498,498,0,95.574297188755,9.10455156298267,74,140,113,3,""
"PIT","LOS",2007,2009,"spring",593,593,0,91.4064080944351,10.9917856037522,69,148,99,3,""
"PIT","LOS",2008,2010,"spring",1061,1061,0,91.2045240339303,8.91715636439197,66,128,100,3,""
"PIT","LOS",2009,2011,"spring",1672,1672,0,90.7703349282297,8.45906850566343,64,137,99,3,""
"PIT","LOS",2010,2012,"spring",1761,1761,0,84.5315161839864,8.96611363221485,57,136,102,3,""
"PIT","LOS",2011,2013,"spring",1223,1223,0,91.6181520850368,10.0528341194324,64,143,104,3,""
"PIT","LOS",2012,2014,"spring",1141,1141,0,90.7668711656442,9.1591191127262,68,131,93,3,""
"PIT","LOS",2013,2015,"spring",649,649,0,95.4206471494607,9.69091493599034,63,127,103,3,""
"PIT","LOS",2014,2016,"spring",826,826,0,90.6707021791768,8.32509393833513,63,128,92,3,""
"PIT","LOS",2015,2017,"spring",595,595,0,90.7546218487395,9.72865658277557,65,132,94,3,""
"PIT","LOS",2016,2018,"spring",815,815,0,90.7018404907976,9.70666500414952,66,136,98,3,""
"PIT","LOS",2017,2019,"spring",525,525,0,90.4133333333333,10.1277438716011,65,130,99,3,""
"PIT","LOS",2018,2020,"spring",832,832,0,91.2199519230769,9.91545177349653,65,136,96,3,""
"PIT","LOS",2019,2021,"spring",569,569,0,89.8769771528998,9.54616179052163,66,118,109,3,""
"PIT","LOS",2020,2022,"spring",989,989,0,89.1243680485339,8.08968596161313,61,116,114,3,""
"PIT","MIN",1999,2001,"spring",539,539,0,90.3543599257885,8.17800537098795,69,148,92,0,""
